Unnamed: 0,airsigmetid,timevalidfromutc,timevalidtoutc,movementdirdegrees,movementspeedknots,hazardtype,hazardseverity,airsigmettype,altitudeminft,altitudemaxft
1489,35492,2013/O9-O8 13:55:00+0O,2O13-09/08 14:54:59+00,,,CONVECTIVE,NONE,SIGMET,,
1490,35493,2013-O9-08 09:45:O0+O0,2013/O9-08 15:44:59+00,,,TURB,MOD,AIRMET,O,O
1491,35494,2013-O9-08 15:45:0O+00,2013-O9-08 22:0O:0O+00,,,TURB,MOD,AIRMET,0.0,0.0
1492,35495,2013-09-08 15:45:00+00,2013-09-O8 22:O0:0O+O0,,,ICE,MOD,AIRMET,0.0,0.0
1493,35496,2013/09-08 09:45:O0+00,2O13-09/08 15:44:59+00,,,ICE,MOD,AIRMET,0.0,0.0
1494,35497,2O13-O9/08 15:45:0O+00,2O13/09-08 22:00:0O+00,,,IFR,,AIRMET,0.0,0.0
1495,35498,2O13-09-O8 15:45:00+00,2013/09-O8 22:00:OO+00,,,MTN OBSCN,,AIRMET,0.0,O
1496,35501,2013-09-08 16:55:00+00,2O13-09/O8 15:54:59+O0,,,CONVECTIVE,,OUTLOOK,,
1497,35502,2013/09-08 14:55:00+00,2O13-O9-08 15:54:59+0O,260.0,35.0,CONVECTIVE,LT-MOD,SIGMET,O,0.0
1498,35503,2013-09/08 16:55:00+00,2013-09-08 18:55:00+O0,,,CONVECTIVE,NONE,SIGMET,,
1499,35504,2O13-09-08 18:55:00+O0,2O13-09-08 22:55:00+00,,,CONVECTIVE,,OUTLOOK,,
1500,35505,2013/09-O8 15:55:0O+0O,2013-09-O8 16:54:59+00,,,CONVECTIVE,NONE,SIGMET,,
1501,35506,2013-09-08 17:55:O0+O0,2013-09-08 16:54:59+00,,,CONVECTIVE,,OUTLOOK,,
1502,35508,2O13-09/08 19:55:O0+00,2O13-09-08 23:55:00+00,,,CONVECTIVE,,OUTLOOK,,
1503,35509,2013-O9-08 16:55:00+00,2013-09-08 17:54:59+0O,,,CONVECTIVE,NONE,SIGMET,,
1504,35510,2O13/09-08 18:55:00+00,2O13-O9/O8 17:54:59+0O,,,CONVECTIVE,,OUTLOOK,,
1505,35511,2O13-09/08 18:08:00+O0,2013-09/08 22:00:0O+0O,,,MTN OBSCN,,AIRMET,0.0,0.0
1506,35512,2013/09/08 18:O8:00+O0,2013-09/08 22:0O:00+O0,,,IFR,,AIRMET,O,0.0
1507,35513,2O13/09-08 18:23:00+OO,2O13/09-O8 22:00:00+00,,,IFR,,AIRMET,O,0.0
1508,35514,2013-O9-O8 18:55:00+O0,2013-09-08 20:55:00+00,,,CONVECTIVE,NONE,SIGMET,,
1509,35515,2013-O9-08 20:55:00+00,2013-09/09 0O:55:0O+00,,,CONVECTIVE,,OUTLOOK,,
1510,35516,2O13/09/08 17:55:00+00,2013/O9-O8 18:54:59+00,260.0,30.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1511,35517,2013-09-08 19:55:00+O0,2O13-09-O8 18:54:59+00,,,CONVECTIVE,,OUTLOOK,,
1512,35518,2O13/09-08 19:35:00+O0,2013-09-O8 22:0O:00+00,,,TURB,MOD,AIRMET,0.0,0.0
1513,35519,2013-09-08 19:55:00+00,2013/O9-08 21:55:0O+O0,310.0,25.0,CONVECTIVE,LT/MOD,SIGMET,O,0.0
1514,35520,2013-09-O8 21:55:00+00,2013-09-09 01:55:O0+00,,,CONVECTIVE,,OUTLOOK,,
1515,35521,2O13-O9-O8 18:55:00+00,2013/09-O8 19:54:59+00,,,CONVECTIVE,NONE,SIGMET,,
1516,35522,2O13-09-08 20:55:O0+00,2O13-09-08 19:54:59+00,,,CONVECTIVE,,OUTLOOK,,
1517,35523,2O13-09-08 19:55:0O+O0,2013-O9/08 22:00:O0+00,,,IFR,,AIRMET,0.0,0.0
1518,35525,2O13/O9-08 22:55:O0+0O,2013-09-09 02:55:O0+O0,,,CONVECTIVE,,OUTLOOK,,
1519,35526,2O13-09-08 20:55:O0+00,2013-09-08 22:55:00+0O,330.0,20.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
1520,35527,2O13/09/08 19:35:OO+0O,2013/09-08 21:44:59+00,,,TURB,MOD,AIRMET,0.0,O
1521,35528,2O13-09-08 21:45:00+00,2O13-09-09 04:0O:O0+0O,,,TURB,,AIRMET,0.0,0.0
1522,35529,2O13-09/08 15:45:O0+0O,2013-O9-08 21:44:59+O0,,,TURB,MOD,AIRMET,0.0,O
1523,35530,2013-O9-08 15:45:00+O0,2013-O9-O8 21:44:59+0O,,,ICE,MOD,AIRMET,O,0.0
1524,35531,2013-09-O8 19:55:00+00,2013/09-08 21:44:59+O0,,,MTN OBSCN,,AIRMET,O,0.0
1525,35532,2013-09/O8 19:55:O0+00,2013-O9-08 21:44:59+O0,,,IFR,,AIRMET,0.0,O
1526,35533,2013-09-08 18:23:O0+00,2013/O9-08 21:44:59+00,,,IFR,,AIRMET,0.0,0.0
1527,35534,2O13-O9-08 18:08:00+0O,2013-O9/O8 21:44:59+O0,,,IFR,,AIRMET,O,0.0
1528,35535,2O13-09/08 21:45:0O+00,2013/O9-09 04:00:00+O0,,,IFR,,AIRMET,0.0,0.0
1529,35536,2013-O9-08 21:45:00+00,2O13-O9-09 04:00:00+00,,,MTN OBSCN,,AIRMET,O,0.0
1530,35537,2013-O9/08 15:45:OO+OO,2013/09-O8 21:44:59+00,,,IFR,,AIRMET,O,0.0
1531,35538,2O13-09-08 15:45:00+00,2O13-O9/08 21:44:59+0O,,,MTN OBSCN,,AIRMET,0.0,0.0
1532,35539,2013-09/O8 21:55:00+0O,2013-09-08 23:55:00+00,330.0,20.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
1533,35738,2O13-09/10 18:55:OO+00,2013/09-1O 17:54:59+0O,,,CONVECTIVE,,OUTLOOK,,
1534,35540,2013/09/08 23:55:00+00,2O13/09-O9 03:55:00+O0,,,CONVECTIVE,,OUTLOOK,,
1535,35541,2013-09-08 22:55:OO+00,2013/09-O8 21:54:59+00,,,CONVECTIVE,,OUTLOOK,,
1536,35542,2O13-09-O8 20:55:O0+O0,2013-09-O8 21:54:59+00,330.0,20.0,CONVECTIVE,LT-MOD,SIGMET,O,0.0
1537,35543,2O13-O9-O8 22:55:00+00,2013/09-09 O0:55:00+00,90.0,20.0,CONVECTIVE,LT-MOD,SIGMET,O,0.0
1538,35544,2013-09-09 0O:55:0O+00,2013-09/O9 O4:55:00+O0,,,CONVECTIVE,,OUTLOOK,,
1539,35545,2013-O9/08 22:55:0O+OO,2013/O9-08 23:54:59+00,90.0,20.0,CONVECTIVE,LT/MOD,SIGMET,O,0.0
1540,35546,2013-O9-O9 0O:55:O0+O0,2O13/09-08 23:54:59+00,,,CONVECTIVE,,OUTLOOK,,
1541,35547,2013-09-O9 01:55:O0+O0,2013-09/O9 O5:55:O0+O0,,,CONVECTIVE,,OUTLOOK,,
1542,35548,2O13/09/08 23:55:00+00,2013-09-O9 O1:55:00+00,70.0,10.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
1543,35549,2013-O9-09 00:42:O0+0O,2O13/09-09 04:00:OO+00,,,IFR,,AIRMET,0.0,O
1544,35550,2O13-09/09 O2:55:0O+00,2O13-09-09 06:55:00+O0,,,CONVECTIVE,,OUTLOOK,,
1545,35551,2013-09-09 O0:55:O0+00,2013-09/09 O2:55:O0+OO,90.0,15.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
1546,35552,2O13-09-O9 01:55:00+0O,2013-O9/O9 03:55:0O+00,190.0,15.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1547,35553,2013-09-09 03:55:O0+0O,2013-09-09 07:55:0O+00,,,CONVECTIVE,,OUTLOOK,,
1548,35554,2013-09-09 O4:55:OO+00,2013-O9-O9 O8:55:00+0O,,,CONVECTIVE,,OUTLOOK,,
1549,35555,2013-09-O9 02:55:00+00,2O13-09-09 04:55:00+O0,90.0,15.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
1550,35556,2O13-09/08 21:45:00+0O,2O13-09-09 O3:44:59+00,,,IFR,,AIRMET,0.0,O
1551,35557,2013-O9-08 21:45:00+0O,2O13/09-09 O3:44:59+00,,,MTN OBSCN,,AIRMET,0.0,0.0
1552,35558,2013-O9/O8 21:45:O0+0O,2013-09-09 03:44:59+OO,,,TURB,,AIRMET,0.0,0.0
1553,35559,2013-09-09 O0:42:00+0O,2013-09-09 03:44:59+OO,,,IFR,,AIRMET,0.0,O
1554,35560,2013/O9-09 O3:45:00+0O,2O13-09-09 09:45:00+00,,,TURB,,AIRMET,0.0,0.0
1555,35561,2013-09-O9 O3:45:OO+O0,2O13/09-09 10:00:0O+OO,,,TURB,MOD,AIRMET,O,0.0
1556,35573,2O13-09-O9 O9:55:00+00,2013-09-O9 13:55:0O+00,,,CONVECTIVE,,OUTLOOK,,
1557,35562,2013-09-09 O3:45:0O+00,2O13-09/O9 10:O0:O0+00,,,IFR,,AIRMET,0.0,0.0
1558,35563,2013-09/O9 O3:45:0O+0O,2013-09-09 09:45:00+00,,,MTN OBSCN,,AIRMET,0.0,O
1559,35564,2013-O9-09 O5:55:00+00,2013-09-09 09:55:0O+0O,,,CONVECTIVE,,OUTLOOK,,
1560,35565,2O13-O9-09 O3:55:0O+OO,2013/09-09 O5:55:00+O0,,,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1561,35566,2013-09/O9 06:55:00+O0,2013/09-O9 10:55:00+00,,,CONVECTIVE,,OUTLOOK,,
1562,35567,2013-09-09 04:55:00+OO,2013-09/O9 O6:55:00+0O,90.0,15.0,CONVECTIVE,LT-MOD,SIGMET,O,0.0
1563,35568,2013-09-09 05:55:O0+00,2013-09-09 O7:55:00+00,20.0,10.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
1564,35569,2013/09/O9 07:55:00+00,2O13-O9/O9 11:55:O0+00,,,CONVECTIVE,,OUTLOOK,,
1565,35570,2013/O9-09 06:55:O0+0O,2O13/09-09 O8:55:0O+OO,240.0,25.0,CONVECTIVE,LT-MOD,SIGMET,O,O
1566,35571,2013-09-O9 O8:55:0O+00,2013-09-09 12:55:00+0O,,,CONVECTIVE,,OUTLOOK,,
1567,35572,2O13/09-09 07:55:0O+OO,2013-09-O9 O9:55:O0+0O,360.0,15.0,CONVECTIVE,LT/MOD,SIGMET,O,0.0
1568,35766,2013/O9/1O 15:45:0O+00,2013-09/1O 21:44:59+00,,,TURB,MOD,AIRMET,0.0,0.0
1569,35574,2O13/09/O9 08:55:00+O0,2013-O9-09 1O:55:O0+00,240.0,40.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
1570,35575,2O13-09-O9 1O:55:00+00,2O13-09-09 14:55:0O+00,,,CONVECTIVE,,OUTLOOK,,
1571,35576,2013-09/O9 09:45:O0+00,2013/O9-O9 16:OO:00+O0,,,MTN OBSCN,,AIRMET,O,0.0
1572,35577,2013/09-09 O9:45:0O+00,2013/O9-09 16:OO:00+0O,,,IFR,,AIRMET,0.0,0.0
1573,35578,2013/09-09 09:45:00+00,2013-O9-O9 15:45:0O+00,,,MTN OBSCN,,AIRMET,O,0.0
1574,35579,2013-09/09 09:45:O0+0O,2O13/O9-09 16:0O:00+O0,,,TURB,MOD,AIRMET,O,0.0
1575,35580,2013-09-O9 03:45:00+0O,2O13-09-O9 09:44:59+00,,,TURB,MOD,AIRMET,0.0,0.0
1576,35581,2O13/09/09 O3:45:00+00,2O13-09-O9 O9:44:59+00,,,IFR,,AIRMET,0.0,0.0
1577,35582,2O13-09-O9 11:55:O0+00,2013-09-O9 15:55:0O+00,,,CONVECTIVE,,OUTLOOK,,
1578,35583,2O13-O9-09 09:55:0O+0O,2O13-09-09 11:55:O0+O0,180.0,20.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
1579,35584,2013-O9/09 11:55:00+00,2013-09-O9 1O:54:59+00,,,CONVECTIVE,,OUTLOOK,,
1580,35585,2013-09-09 12:55:00+00,2O13-O9-09 16:55:00+00,,,CONVECTIVE,,OUTLOOK,,
1581,35586,2013-O9-O9 1O:55:0O+00,2013/09/09 12:55:OO+00,240.0,25.0,CONVECTIVE,LT-MOD,SIGMET,O,0.0
1582,35612,2013-O9/09 15:45:00+0O,2013/09-O9 21:45:OO+O0,,,TURB,,AIRMET,0.0,0.0
1583,35587,2013-O9-09 O9:55:O0+OO,2013/09-09 10:54:59+0O,180.0,20.0,CONVECTIVE,LT-MOD,SIGMET,O,0.0
1584,35588,2O13-09-O9 12:55:O0+00,2013-09-09 11:54:59+OO,,,CONVECTIVE,,OUTLOOK,,
1585,35589,2O13-09-O9 10:55:O0+00,2013/O9-09 11:54:59+00,240.0,25.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1586,35590,2013-O9-O9 11:55:00+O0,2013/09-O9 13:55:00+00,230.0,35.0,CONVECTIVE,LT/MOD,SIGMET,0.0,O
1587,35591,2013-O9-09 13:55:O0+00,2013/09-O9 17:55:0O+O0,,,CONVECTIVE,,OUTLOOK,,
1588,35592,2013-O9-09 11:55:O0+00,2013-O9-09 12:54:59+00,240.0,20.0,CONVECTIVE,LT-MOD,SIGMET,O,0.0
1589,35593,2013-09/O9 14:55:OO+00,2013-O9-09 18:55:0O+00,,,CONVECTIVE,,OUTLOOK,,
1590,35594,2O13-09-09 13:55:O0+00,2013/09-09 12:54:59+O0,,,CONVECTIVE,,OUTLOOK,,
1591,35595,2013/O9/09 12:55:00+00,2O13-09-09 14:55:0O+0O,,,CONVECTIVE,NONE,SIGMET,,
1592,35596,2O13/09/09 13:4O:0O+00,2013-09/09 16:O0:O0+00,,,IFR,,AIRMET,0.0,0.0
1593,35597,2O13-09/09 14:55:00+00,2O13/09-O9 13:54:59+O0,,,CONVECTIVE,,OUTLOOK,,
1594,35598,2013-09/O9 15:55:00+00,2013-09-09 19:55:O0+O0,,,CONVECTIVE,,OUTLOOK,,
1595,35599,2013/09/O9 12:55:O0+00,2013-O9/O9 13:54:59+00,,,CONVECTIVE,NONE,SIGMET,,
1596,35600,2O13/09-09 13:55:O0+00,2013/09/09 15:55:O0+00,,,CONVECTIVE,NONE,SIGMET,,
1597,35735,2013/09/10 17:55:00+00,2O13-09-10 19:55:00+00,,,CONVECTIVE,NONE,SIGMET,,
1598,35601,2013-09/09 14:55:0O+0O,2O13-O9/O9 16:55:O0+0O,,,CONVECTIVE,NONE,SIGMET,,
1599,35602,2013-O9/O9 15:55:0O+00,2O13-09-09 14:54:59+O0,,,CONVECTIVE,,OUTLOOK,,
1600,35603,2013-O9/O9 16:55:OO+00,2013-09-O9 20:55:00+00,,,CONVECTIVE,,OUTLOOK,,
1601,35604,2013-09-09 13:55:00+00,2013-09/09 14:54:59+O0,,,CONVECTIVE,NONE,SIGMET,,
1602,35605,2013-O9-09 15:45:0O+O0,2013-09-09 22:00:00+00,,,MTN OBSCN,,AIRMET,0.0,0.0
1603,35606,2013/09/O9 15:45:0O+00,2O13-09-09 22:0O:00+00,,,ICE,MOD,AIRMET,0.0,0.0
1604,35607,2013-09/09 15:45:0O+00,2O13-O9-09 22:00:0O+OO,,,IFR,,AIRMET,O,0.0
1605,35608,2O13/09/09 O9:45:0O+00,2O13-O9-09 15:44:59+00,,,MTN OBSCN,,AIRMET,O,0.0
1606,35609,2O13-09-09 09:45:00+00,2013/O9-09 15:44:59+00,,,IFR,,AIRMET,0.0,0.0
1607,35610,2O13-09/09 13:40:00+00,2O13-09-O9 15:44:59+OO,,,IFR,,AIRMET,0.0,0.0
1608,35611,2O13/09-O9 15:45:O0+O0,2O13/09/09 22:O0:0O+00,,,TURB,MOD,AIRMET,0.0,0.0
1609,35613,2013-09-09 09:45:0O+OO,2013/O9/09 15:44:59+O0,,,TURB,MOD,AIRMET,O,O
1610,35614,2013-09/O9 17:55:0O+00,2013/09-O9 21:55:00+00,,,CONVECTIVE,,OUTLOOK,,
1611,35615,2O13/O9-09 16:55:00+O0,2O13-09-09 15:54:59+0O,,,CONVECTIVE,,OUTLOOK,,
1612,35629,2013-09-09 19:55:00+00,2013/09/09 18:54:59+00,,,CONVECTIVE,,OUTLOOK,,
1613,35616,2013-09/09 14:55:00+0O,2013-O9-O9 15:54:59+00,,,CONVECTIVE,NONE,SIGMET,,
1614,35617,2013/09-09 15:55:00+0O,2O13-O9-09 17:55:00+00,240.0,35.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1615,35618,2013-O9-09 17:55:O0+00,2O13/O9-O9 16:54:59+O0,,,CONVECTIVE,,OUTLOOK,,
1616,35619,2013/09/09 15:55:O0+00,2013-09-O9 16:54:59+00,240.0,35.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1617,35620,2013-O9-O9 18:55:00+00,2O13-09/09 22:55:O0+O0,,,CONVECTIVE,,OUTLOOK,,
1618,35621,2013-O9-O9 16:55:0O+00,2013/09-O9 18:55:OO+0O,290.0,15.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1619,35622,2013/09/09 17:55:O0+O0,2O13-09/O9 19:55:00+00,250.0,30.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1620,35623,2013-O9/O9 19:55:O0+0O,2013/O9/O9 23:55:00+00,,,CONVECTIVE,,OUTLOOK,,
1621,35624,2O13-O9-09 18:55:00+O0,2013/09-09 17:54:59+0O,,,CONVECTIVE,,OUTLOOK,,
1622,35625,2O13-O9/09 16:55:00+O0,2013-O9-09 17:54:59+0O,290.0,15.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1623,35626,2O13/09-O9 18:17:0O+00,2013/09/09 22:00:00+00,,,IFR,,AIRMET,O,O
1624,35627,2013/09-O9 18:17:00+O0,2013-09/09 22:00:00+O0,,,MTN OBSCN,,AIRMET,0.0,0.0
1625,35630,2O13/O9/09 17:55:O0+00,2013-09-09 18:54:59+O0,330.0,10.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1626,35631,2013-09/O9 18:55:00+00,2013-O9/09 20:55:OO+O0,250.0,35.0,CONVECTIVE,LT/MOD,SIGMET,O,0.0
1627,35632,2013-09/09 2O:55:O0+OO,2013-09-1O O0:55:O0+00,,,CONVECTIVE,,OUTLOOK,,
1628,35633,2O13/09/09 19:55:O0+O0,2013/09-09 21:55:O0+O0,250.0,35.0,CONVECTIVE,LT/MOD,SIGMET,O,0.0
1629,35634,2013-09-09 21:55:OO+00,2013/O9-10 01:55:00+O0,,,CONVECTIVE,,OUTLOOK,,
1630,35646,2013-09/09 21:45:0O+O0,2O13-09/10 03:45:00+0O,,,TURB,,AIRMET,0.0,0.0
1631,35647,2O13-09-09 21:45:00+0O,2013-09-1O 04:00:0O+0O,,,IFR,,AIRMET,0.0,O
1632,35635,2013-O9/O9 19:55:O0+0O,2013-O9-09 20:54:59+00,,,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1633,35636,2013-09-O9 22:55:00+00,2013-09/10 02:55:0O+O0,,,CONVECTIVE,,OUTLOOK,,
1634,35637,2013/09-O9 21:55:0O+00,2013-09-O9 2O:54:59+00,,,CONVECTIVE,,OUTLOOK,,
1635,35661,2013/09-10 02:55:00+00,2013-09/10 O6:55:0O+00,,,CONVECTIVE,,OUTLOOK,,
1636,35638,2013-09/O9 20:55:00+00,2013-09-09 22:55:00+O0,,,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1637,35639,2013-O9-O9 15:45:00+O0,2O13/09-O9 21:44:59+00,,,ICE,MOD,AIRMET,0.0,O
1638,35640,2O13/09-09 15:45:00+00,2013-09/09 21:44:59+0O,,,TURB,MOD,AIRMET,0.0,0.0
1639,35641,2O13-09-O9 15:45:OO+0O,2013-09/09 21:44:59+0O,,,IFR,,AIRMET,O,0.0
1640,35642,2O13/09/O9 15:45:00+O0,2013-09-09 21:44:59+00,,,MTN OBSCN,,AIRMET,0.0,0.0
1641,35643,2013-09-09 18:17:00+00,2013/09-09 21:44:59+00,,,IFR,,AIRMET,O,0.0
1642,35644,2013-09-O9 18:23:0O+00,2O13-09-09 21:44:59+O0,,,IFR,,AIRMET,O,0.0
1643,35645,2013-O9-O9 18:17:O0+O0,2013/O9/09 21:44:59+O0,,,MTN OBSCN,,AIRMET,0.0,0.0
1644,35648,2013/09-09 21:45:O0+00,2013-09/10 O4:00:00+00,,,TURB,MOD,AIRMET,O,O
1645,35649,2O13-09-09 21:45:0O+OO,2O13-09-10 03:45:0O+00,,,MTN OBSCN,,AIRMET,O,0.0
1646,35650,2O13/09-09 23:55:00+O0,2O13-09-1O O3:55:00+0O,,,CONVECTIVE,,OUTLOOK,,
1647,35651,2013-09/09 21:55:00+00,2013-09/O9 23:55:00+O0,,,CONVECTIVE,NONE,SIGMET,,
1648,35652,2O13-O9-O9 22:55:00+00,2013-09-09 21:54:59+00,,,CONVECTIVE,,OUTLOOK,,
1649,35653,2013-O9-09 20:55:00+O0,2O13-09/O9 21:54:59+00,,,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1650,35654,2O13-09-10 00:55:00+0O,2013-O9/10 04:55:OO+OO,,,CONVECTIVE,,OUTLOOK,,
1651,35655,2013-09/09 22:55:0O+00,2O13-09-10 O0:55:O0+0O,310.0,25.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1652,35665,2O13-09-1O O3:55:0O+00,2O13-09-1O 07:55:0O+00,,,CONVECTIVE,,OUTLOOK,,
1653,35656,2013/09-09 23:55:0O+O0,2O13/O9/1O 01:55:0O+00,140.0,15.0,CONVECTIVE,LT/MOD,SIGMET,O,O
1654,35657,2013/09-10 01:55:00+00,2013/09-10 05:55:O0+00,,,CONVECTIVE,,OUTLOOK,,
1655,35658,2013-09/10 0O:02:0O+00,2013-09-10 04:OO:0O+O0,,,TURB,MOD,AIRMET,O,0.0
1656,35659,2013-09-10 0O:39:00+OO,2013-09/10 O4:00:0O+O0,,,IFR,,AIRMET,0.0,0.0
1657,35660,2013/O9-10 00:55:0O+00,2013-09-10 02:55:0O+0O,140.0,15.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1658,35704,2013/09/10 11:55:00+0O,2013-O9-10 1O:54:59+O0,,,CONVECTIVE,,OUTLOOK,,
1659,35662,2013-O9/O9 23:55:00+00,2013/O9/10 00:54:59+O0,140.0,15.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1660,35663,2013-09/10 01:55:0O+0O,2013-O9-10 00:54:59+00,,,CONVECTIVE,,OUTLOOK,,
1661,35664,2013-09-10 0O:55:00+00,2O13-09-10 01:54:59+00,140.0,15.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
1662,35666,2O13-O9-10 02:55:0O+00,2013/O9-1O 01:54:59+O0,,,CONVECTIVE,,OUTLOOK,,
1663,35667,2013/O9-10 01:55:00+0O,2O13-09-10 O3:55:OO+00,180.0,25.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
1664,35668,2013-O9-10 O2:55:00+00,2013/09/10 04:55:00+00,,,CONVECTIVE,LT-MOD,SIGMET,O,0.0
1665,35669,2013-09/10 04:55:0O+00,2013-09-1O O8:55:00+00,,,CONVECTIVE,,OUTLOOK,,
1666,35670,2013-O9-1O OO:39:00+00,2013-09-10 03:44:59+00,,,IFR,,AIRMET,0.0,O
1667,35671,2013/09/1O 03:45:00+00,2O13-09/10 09:45:0O+00,,,MTN OBSCN,,AIRMET,O,0.0
1668,35672,2013-09-10 03:45:O0+00,2013/09-1O 10:00:O0+0O,,,IFR,,AIRMET,0.0,0.0
1669,35673,2O13-O9-1O O0:02:00+0O,2013-09-10 03:44:59+0O,,,TURB,MOD,AIRMET,0.0,0.0
1670,35674,2O13-09/09 21:45:0O+O0,2O13-09-10 O3:44:59+00,,,TURB,MOD,AIRMET,O,0.0
1671,35675,2O13/09-10 O3:45:00+0O,2013-09-10 10:00:00+OO,,,TURB,MOD,AIRMET,O,0.0
1672,35676,2013/09-1O 03:45:00+00,2013-09-10 09:45:OO+00,,,TURB,,AIRMET,O,0.0
1673,35677,2013/O9-10 O5:55:00+OO,2013-O9/1O 09:55:OO+00,,,CONVECTIVE,,OUTLOOK,,
1674,35678,2O13-09/10 03:55:00+O0,2O13-09/10 O5:55:0O+00,90.0,10.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
1675,35679,2O13/09-1O 06:55:O0+00,2013/09/10 10:55:00+00,,,CONVECTIVE,,OUTLOOK,,
1676,35680,2O13-09-10 04:55:OO+0O,2O13-O9-1O 06:55:O0+0O,180.0,20.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
1677,35681,2O13-09/1O O5:O2:0O+0O,2013-09-10 10:OO:00+O0,,,IFR,,AIRMET,0.0,0.0
1678,35682,2013/09-10 07:55:0O+OO,2013/09-10 11:55:0O+OO,,,CONVECTIVE,,OUTLOOK,,
1679,35683,2O13-09-10 O5:55:00+0O,2013/O9-10 O7:55:00+00,130.0,20.0,CONVECTIVE,LT-MOD,SIGMET,O,O
1680,35684,2O13-09/10 08:55:00+OO,2013-O9-1O 12:55:0O+0O,,,CONVECTIVE,,OUTLOOK,,
1681,35685,2013-09-1O 06:55:00+O0,2013-09/1O 08:55:0O+0O,270.0,25.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1682,35697,2013-09/10 O5:02:0O+0O,2O13-09/10 O9:44:59+O0,,,IFR,,AIRMET,O,O
1683,35686,2O13-09-10 O7:55:O0+00,2O13-09/10 09:55:00+O0,220.0,25.0,CONVECTIVE,LT/MOD,SIGMET,O,0.0
1684,35687,2013-O9/10 09:55:OO+O0,2013/O9-10 13:55:00+00,,,CONVECTIVE,,OUTLOOK,,
1685,35688,2013/O9-1O O8:55:0O+OO,2013-09/10 1O:55:00+O0,270.0,40.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1686,35689,2013-O9-10 10:55:O0+0O,2013-09-10 14:55:OO+0O,,,CONVECTIVE,,OUTLOOK,,
1687,35690,2013-09-10 09:45:00+OO,2013/09/10 16:00:0O+O0,,,IFR,,AIRMET,0.0,O
1688,35691,2O13-09-10 09:45:OO+0O,2013/O9-10 16:O0:OO+00,,,TURB,MOD,AIRMET,0.0,0.0
1689,35692,2013-09-1O 09:45:00+O0,2013-O9/10 16:00:OO+0O,,,ICE,MOD,AIRMET,0.0,0.0
1690,35693,2013-09-10 03:45:00+00,2013/09-1O O9:44:59+00,,,IFR,,AIRMET,O,O
1691,35694,2O13/O9-1O 03:45:00+00,2013-O9-1O 09:44:59+O0,,,TURB,MOD,AIRMET,O,0.0
1692,35695,2O13-09/1O 09:45:OO+00,2O13-O9-10 16:O0:O0+00,,,MTN OBSCN,,AIRMET,0.0,0.0
1693,35696,2O13-09/10 09:45:00+O0,2013-O9/1O 15:45:O0+O0,,,MTN OBSCN,,AIRMET,O,0.0
1694,35698,2013/O9/10 09:55:00+0O,2013-09-10 11:55:OO+00,230.0,20.0,CONVECTIVE,LT-MOD,SIGMET,O,0.0
1695,35699,2013-09-10 11:55:0O+0O,2013-09/10 15:55:0O+00,,,CONVECTIVE,,OUTLOOK,,
1696,35700,2O13-O9-1O 10:05:00+00,2O13/O9-10 16:00:00+00,,,IFR,,AIRMET,0.0,0.0
1697,35701,2O13-09/1O 12:55:O0+O0,2013/O9-1O 16:55:00+00,,,CONVECTIVE,,OUTLOOK,,
1698,35702,2013-09-10 1O:55:00+O0,2O13-O9-10 12:55:O0+00,,,CONVECTIVE,NONE,SIGMET,,
1699,35703,2013-O9-10 O9:55:0O+OO,2013/09-10 1O:54:59+0O,270.0,25.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1700,35705,2013-O9-10 12:55:O0+00,2013-09/10 11:54:59+O0,,,CONVECTIVE,,OUTLOOK,,
